"","short","long","vartest","ttest","stockcode"
"40605",23,28,0.000134955565849193,6.07801897908141e-05,"600495.ss"
"541515",30,200,0.00373625186144776,0.0217393482931607,"600496.ss"
"423311",24,29,0.307170836514418,0.000993811088706725,"600497.ss"
"134",1,139,0.508429667443613,1.41613251699096e-06,"600498.ss"
"5410",30,195,0.740589952772304,0.000319211087280839,"600499.ss"
"1559",9,40,0.0571217699025395,0.000111721659078434,"600500.ss"
"673",4,99,0.000571556277040249,0.00318045022953838,"600501.ss"
"389",2,200,0.711383114539026,0.000733051537400625,"600502.ss"
"508314",29,34,1.58667902132661e-16,0.000740128901754043,"600503.ss"
"44059",25,30,0.245530075160725,7.99865985753885e-08,"600505.ss"
"47473",27,33,0.842589345771528,3.59200747678619e-07,"600506.ss"
"474615",27,32,0.95177151047965,0.00491971758757074,"600507.ss"
"121",1,17,0.734805900126121,0.00158956155720029,"600508.ss"
"114",1,119,0.522184141905062,0.0104062994162654,"600509.ss"
"1554",9,35,0.178648200266001,0.000262733604987481,"600510.ss"
"11565",7,12,0.0315680788942552,0.00572068312395292,"600511.ss"
"38851",21,200,0.21413549992318,6.66887009207633e-08,"600512.ss"
"418",1,6,0.0582737057073688,0.0137605638644952,"600513.ss"
"47495",27,35,1.47155621021966e-11,0.00222624403028443,"600515.ss"
"19052",10,200,0.915410655787458,0.00208249739452644,"600516.ss"
"421",1,6,0.000770740193773558,0.0499159314324223,"600517.ss"
"35343",19,200,0.275928734329814,0.0420887873990252,"600518.ss"
"1908",11,18,2.75917127514624e-05,1.85651295658635e-05,"600519.ss"
"53471",30,132,0.0124842263674181,8.10084985403548e-09,"600520.ss"
"31",1,8,0.00156175022472471,0.00567316818702251,"600521.ss"
"45768",26,31,0.0764932156516169,1.82518158718626e-08,"600522.ss"
"1366",8,34,0.251855212621801,2.28527389823007e-05,"600523.ss"
"9",1,14,3.88244995009408e-05,4.85905356151957e-08,"600525.ss"
"53571",30,142,0.00445924081324689,0.155466051876242,"600526.ss"
"20916",12,17,2.48972861918255e-06,3.88754417043103e-08,"600527.ss"
"52841",30,69,0.616973046018284,2.40034210772478e-06,"600528.ss"
"38931",22,34,0.279089875430622,0.00256003983018295,"600529.ss"
"52651",30,50,0.0973762815778806,0.114379382603258,"600530.ss"
"37112",21,26,4.39774375778332e-05,0.00709198828643411,"600531.ss"
"45769",26,31,0.649947409063284,1.46545731163722e-08,"600532.ss"
"53341",30,119,0.168708067894639,0.000889483670430644,"600533.ss"
"457610",26,31,7.08043244870337e-08,0.00338094188633612,"600535.ss"
"24",1,7,0.265244520416498,6.08644004888851e-06,"600536.ss"
"3368",19,34,3.17438405428305e-05,0.0254113070871925,"600537.ss"
"508315",29,34,0.0385947512630767,5.65949915784064e-07,"600538.ss"
"38852",21,200,7.79301028719161e-06,3.59526519955801e-06,"600539.ss"
"49162",28,34,2.49670176621919e-05,0.000155615223872096,"600540.ss"
"541516",30,200,0.00158114384443198,0.000221438801125192,"600543.ss"
"508316",29,34,5.8318461171325e-11,5.58840510303979e-05,"600545.ss"
"52711",30,56,3.77024757611304e-05,1.89428514511796e-05,"600546.ss"
"133",1,18,2.38631461738293e-16,8.54277494488424e-06,"600547.ss"
"5252",30,37,0.000418868956869156,0.000487186943821794,"600548.ss"
"47474",27,33,0.00043324907093778,5.45423942598404e-05,"600549.ss"
"474616",27,32,0.768398410903961,6.37378595837234e-07,"600550.ss"
"474617",27,32,0.0837020701916913,9.56969094574011e-12,"600551.ss"
"5350",30,135,1.80687144384109e-05,2.58168507389104e-05,"600552.ss"
"5279",30,64,0.100521892160176,0.000650457667676371,"600555.ss"
"541517",30,200,0.00056566151164792,2.76412930496453e-05,"600556.ss"
"457611",26,31,4.47667663605897e-06,0.0554767215529761,"600557.ss"
"38862",22,27,1.99355572448868e-13,0.0125652669296942,"600558.ss"
"11571",7,13,3.20728513880653e-05,0.000778754144248289,"600559.ss"
"4523",25,148,0.0168364255740474,7.25503401381029e-05,"600560.ss"
"2282",13,25,0.0895470660828916,0.00113542435174979,"600561.ss"
"718",4,144,0.000154974615604875,3.66794744870849e-07,"600562.ss"
"525017",30,35,0.621375904166349,0.00141082565199189,"600563.ss"
"457612",26,31,1.26655622627328e-07,0.000153976668393065,"600565.ss"
"491516",28,33,0.000627406677647269,0.00146926275097207,"600566.ss"
"37161",21,31,0.0150850730984691,6.19038246229491e-10,"600567.ss"
"3920",22,61,0.121290444616431,0.00186535585600977,"600568.ss"
"20917",12,17,0.660886354321501,0.0590455628835715,"600569.ss"
"52",1,57,0.288973025071583,0.00168229487208695,"600570.ss"
"467",1,6,3.63092916925587e-05,0.00695630695063442,"600571.ss"
"28212",16,21,3.76489950326686e-11,0.013305795346057,"600572.ss"
"1532",8,200,0.00508410224615205,7.64189831559933e-10,"600573.ss"
"20918",12,17,4.68013111801066e-22,0.114841706185425,"600575.ss"
"471",1,6,8.29684489931581e-17,0.0224728108236153,"600576.ss"
"28213",16,21,1.66027691494152e-17,0.00488551824956911,"600577.ss"
"5316",30,101,0.0334949216956775,0.00815024291000975,"600578.ss"
"1270",7,126,0.00163825947406998,0.000468891403944939,"600579.ss"
"508317",29,34,0.444287938574093,0.000766593937917657,"600580.ss"
"26401",15,20,0.00137876375330917,0.0636778581353075,"600581.ss"
"52823",30,67,0.0164905922392439,0.0237059032065888,"600582.ss"
"197",2,8,5.84768729331642e-05,0.0504901965449981,"600583.ss"
"5831",4,9,0.00102430092415279,7.89627577744543e-05,"600584.ss"
"2138",12,64,0.0305342314684443,0.00125449140033081,"600585.ss"
"5273",30,58,1.18653825241593e-06,0.000139836094236023,"600586.ss"
"30",1,35,0.00262810768564753,3.07811865041993e-05,"600587.ss"
"1804",10,99,0.168101916136438,0.177349782428616,"600588.ss"
"7752",5,10,0.185991320469598,0.00163662600626241,"600589.ss"
"485",1,6,0.0146101088225817,0.0193564616683877,"600590.ss"
"33681",19,34,0.221521154593163,2.74866242435618e-05,"600592.ss"
"26391",14,200,2.55910661595046e-06,0.000309789054842404,"600593.ss"
"5408",30,193,3.27606461968029e-06,0.00294117074851095,"600594.ss"
"7",1,12,2.78865012859342e-07,1.28839420269951e-09,"600595.ss"
"9661",6,11,0.00244278178382843,0.00053418028670202,"600596.ss"
"3190",18,33,0.035571214250965,7.31493011555468e-07,"600597.ss"
"491517",28,33,0.188529474254282,7.22612157032209e-10,"600598.ss"
"11572",7,13,0.0245933508672314,5.7982586288892e-07,"600599.ss"
"24583",14,19,0.00465980547627333,0.00547227260676142,"600600.ss"
"4075",23,43,0.980851051406575,0.0436113976034885,"600601.ss"
"28214",16,21,0.230700279305232,8.33199999898767e-07,"600602.ss"
"19063",11,16,6.60204484885281e-21,0.0820152911893082,"600603.ss"
"38863",22,27,0,0.00981764417818269,"600604.ss"
"15591",9,40,0.228482753306845,0.000191752864300721,"600605.ss"
"13454",8,13,9.20156860734372e-101,0.0538132027519936,"600606.ss"
"339",2,150,0.0581186462505495,0.00741823601829861,"600608.ss"
"40606",23,28,0,0.000188262881505719,"600609.ss"
"4234",24,30,0,0.000140394306799181,"600610.ss"
"870",5,105,0,0.000709665459031425,"600611.ss"
"3535",20,25,8.88178419700125e-16,0.105599218842284,"600612.ss"
"3182",18,25,0,0.0305918222778149,"600613.ss"
"1199",7,55,3.37243282189092e-08,0.000457154142517866,"600614.ss"
"3377",19,43,0,0.00303473336864831,"600615.ss"
"1385",8,53,0,2.5631985152957e-09,"600616.ss"
"1003",6,48,0,1.68906311956254e-08,"600617.ss"
"1771",10,66,1.36601840949879e-12,1.42112597101383e-08,"600618.ss"
"49163",28,34,5.26662158547072e-12,0.00118327584847227,"600619.ss"
"1210",7,66,4.44089209850063e-16,1.06380007822948e-09,"600620.ss"
"3735",21,50,0,6.56055211867285e-11,"600621.ss"
"2544",14,105,0,2.45405066533142e-09,"600622.ss"
"1376",8,44,0,5.68851706379133e-07,"600623.ss"
"5188",29,139,0.15572025541397,2.79464549868656e-16,"600624.ss"
"1089",6,134,0.726392098944928,1.22532094351714e-05,"600626.ss"
"40607",23,28,0,0.00317765592108174,"600628.ss"
"38932",22,34,0.000120386131378103,6.53127790623922e-09,"600629.ss"
"37102",20,200,3.90116838616332e-07,8.82691567103697e-07,"600630.ss"
"4322",24,118,0.217211972906399,0.0219727660336126,"600633.ss"
"523",1,6,0.273397544679415,0.00105438610849789,"600634.ss"
"13443",7,200,0.169843227094961,0.000511918495311545,"600635.ss"
"440510",25,30,5.20366416258966e-05,0.0462929136436017,"600636.ss"
"526",1,6,5.04161112627335e-17,0.00063170532407532,"600637.ss"
"525018",30,35,0.0193530001749095,0.00424454382729275,"600638.ss"
"1665",9,146,0.209752404479641,0.00121253243681913,"600639.ss"
"508318",29,34,0.20656285783032,4.25501281293505e-06,"600640.ss"
"530",1,6,0.214018335011892,0.0131360050301744,"600641.ss"
"30001",16,200,0.0431658676056123,0.00794867193913707,"600642.ss"
"423312",24,29,0.0704900620859221,0.000420669087537736,"600643.ss"
"20919",12,17,3.6252923712053e-05,0.000311884035566827,"600644.ss"
"2827",16,27,0.0165642297400472,7.40198812032904e-06,"600645.ss"
"7742",4,200,0.0565497166102847,1.07483098047123e-07,"600647.ss"
"3998",22,139,1.78822191935893e-08,0.000119265933363353,"600648.ss"
"4575",25,200,0.215467705033546,0.0105285753020304,"600649.ss"
"4155",23,123,0.000540335681053995,0.000378899531774709,"600650.ss"
"816",5,51,1.27367025641838e-05,7.49039578774681e-08,"600651.ss"
"541518",30,200,4.78758056659046e-07,0.0102457311555608,"600652.ss"
"5821",3,200,0.0363583480771693,0.00304352259542702,"600653.ss"
"5257",30,42,0.572472701695273,0.000517986032485087,"600654.ss"
"818",5,53,0,9.28427365415706e-08,"600655.ss"
"53291",30,114,0.0013529129954073,0.0621472078268934,"600657.ss"
"9651",5,200,0.166089301331867,5.72974008484918e-08,"600658.ss"
"60",1,65,6.13109707501588e-07,0.0002856596627036,"600660.ss"
"4201",23,169,2.79573648145277e-06,1.64181390871073e-08,"600661.ss"
"733",4,159,0.0808723652378117,2.3973179955313e-05,"600662.ss"
"3367",19,33,7.7057722716394e-14,1.90385645882745e-06,"600663.ss"
"40608",23,28,0.00563179559090753,7.59619497235537e-05,"600664.ss"
"551",1,6,0.00522875614646436,0.0174050707971885,"600665.ss"
"2618",14,179,2.18923116611923e-12,2.91257336620297e-06,"600666.ss"
"4637",26,92,6.86848550323521e-08,0.000249122855640408,"600667.ss"
"42371",24,33,0.73763301249907,8.38457610326204e-10,"600668.ss"
"5256",30,41,3.39104317403752e-05,7.64751045199599e-07,"600671.ss"
"47481",27,34,0.966408504068866,7.16372559058119e-05,"600673.ss"
"47496",27,35,0.00015489542633329,3.43467306953296e-07,"600674.ss"
"15333",9,14,0.000109568545796801,0.000187774361157205,"600675.ss"
"7743",4,200,0.00207958498623237,2.77902086684852e-06,"600676.ss"
"457613",26,31,8.01246058376248e-12,0.000593639459538567,"600677.ss"
"1509",8,177,3.87014477367736e-05,3.92860987476811e-05,"600678.ss"
"1927",11,37,0.133418332925904,5.18523927679333e-11,"600679.ss"
"5414",30,199,1.29535858998224e-14,3.16581215598777e-07,"600680.ss"
"5346",30,131,0.805894873579737,1.04923595969401e-06,"600681.ss"
"25",1,30,0.00318289011736606,0.00156046668300033,"600682.ss"
"3985",22,126,0.000273566830478992,0.0097866578392726,"600683.ss"
"457614",26,31,0.683635347501614,0.0186715034038722,"600684.ss"
"109",1,114,2.72135859866855e-05,0.001913712685353,"600685.ss"
"1719",9,200,3.87005447900949e-09,7.62261854865894e-07,"600686.ss"
"1159",7,15,0.000499517625498491,0.000116969365851558,"600687.ss"
"7753",5,10,0.0668976802272183,6.94524126743128e-06,"600688.ss"
"31791",17,200,0.000441863677542932,2.24132528246995e-08,"600689.ss"
"1735",10,30,4.28963410801328e-07,7.41492300763891e-07,"600690.ss"
"31802",18,23,1.93577837251831e-12,0.0107045199966869,"600691.ss"
"1331",1,138,0.0346719285996459,0.000904619161121071,"600692.ss"
"15334",9,14,0.38806236837,2.17308277946246e-07,"600693.ss"
"4064",23,32,0.00572086583789496,0.0306968361290013,"600694.ss"
"1155",6,200,2.52797577905429e-05,3.97137445669061e-05,"600695.ss"
"1895",10,190,7.74143063283269e-11,9.15217411571931e-09,"600696.ss"
"15321",8,200,1.40152172930873e-09,8.99511111149168e-07,"600697.ss"
"423313",24,29,0.47895765228851,1.84138187692018e-06,"600698.ss"
"45751",25,200,3.85891992320448e-06,0.0276938681950573,"600699.ss"
"3969",22,110,1.88223262011003e-12,3.33827827432759e-10,"600701.ss"
"541519",30,200,0.152541668371092,0.00325100723857508,"600702.ss"
"3195",18,38,0.0269203839661869,0.00135067601085427,"600703.ss"
"474618",27,32,0.123088824577729,6.40849749415073e-05,"600704.ss"
"37103",20,200,0.0169846935274221,0.00357909540685035,"600705.ss"
"423314",24,29,0.4335828292708,4.868344397305e-07,"600706.ss"
"47475",27,33,0.0320984244352358,0.00510274687237748,"600707.ss"
"905",5,140,0.992596386651218,4.74417680650659e-11,"600708.ss"
"440511",25,30,0.138026701729758,0.00349344750142096,"600710.ss"
"592",1,6,0.00340667748579543,4.34310194147164e-08,"600711.ss"
"707",4,133,0.0048017599773983,0.000739370986893631,"600712.ss"
"423315",24,29,0.25288502016695,0.000218657672058474,"600713.ss"
"19053",10,200,0.0100382270694204,3.27973725264139e-05,"600714.ss"
"54",1,10,0.000392540351542134,1.07341200643513e-09,"600715.ss"
"9652",5,200,0.000484339089293185,0.000250896896257492,"600716.ss"
"52824",30,67,0.0175597856431395,1.08578592777129e-05,"600717.ss"
"4357",24,153,0.865635368461064,0.00846436520363047,"600718.ss"
"541520",30,200,0.0020105579070207,4.85350571209931e-05,"600719.ss"
"35344",19,200,0.111157901856987,8.97093873191063e-07,"600720.ss"
"440512",25,30,0.0353750005742336,1.48081529915541e-06,"600721.ss"
"5379",30,164,2.98877089599068e-06,0.020350385792074,"600722.ss"
"491518",28,33,4.37716054769111e-06,0.00414298143751598,"600723.ss"
"3891",2,200,0.000292737810949118,5.61049097579722e-07,"600724.ss"
"22754",13,18,6.51767899192084e-12,0.00136200679416083,"600725.ss"
"13444",7,200,0.0454211113587956,0.000351305554173003,"600726.ss"
"872",5,107,0.391619864641776,6.47746064595206e-05,"600727.ss"
"38864",22,27,0.00934481346405303,0.0217212914656774,"600728.ss"
"4578",26,33,0.000573801589876013,4.55826874320653e-06,"600729.ss"
"689",4,115,9.26892303258081e-07,0.000843278637433402,"600730.ss"
"9662",6,11,0.00047469786166765,0.0130494499999639,"600731.ss"
"52531",30,38,0.645580334213087,1.5998879703429e-13,"600732.ss"
"24584",14,19,0.196498155530725,1.04868165481731e-10,"600733.ss"
"5395",30,180,3.2871424581021e-09,1.44216292245822e-06,"600734.ss"
"4",1,9,4.19524778794517e-09,1.16290312861955e-05,"600735.ss"
"26402",15,20,5.31098784519735e-05,6.74768931147104e-07,"600736.ss"
"474619",27,32,0.969059854723589,0.0012368394413169,"600737.ss"
"15322",8,200,0.000733014351807416,8.94346902477701e-06,"600738.ss"
"7754",5,10,1.71460143605387e-05,0.00572128512763647,"600739.ss"
"474620",27,32,0.00032952318749091,4.03244659325872e-11,"600740.ss"
"1715",9,196,0.714875221034081,0.0052646238260685,"600741.ss"
"474621",27,32,0.551556069446194,0.00151923268214184,"600742.ss"
"541521",30,200,0.141969453602042,1.10415118001678e-05,"600743.ss"
"1951",1,200,1.14765414986074e-06,1.71763076162983e-08,"600744.ss"
"5349",30,134,3.777633335706e-17,2.15820763816929e-06,"600745.ss"
"37201",21,35,0.286714004257838,4.08075239459942e-09,"600746.ss"
"22755",13,18,0.749750550915432,0.000223257279823704,"600747.ss"
"3321",18,164,0.000199434474193879,1.91925319380461e-05,"600748.ss"
"5259",30,44,0.000285510307905357,3.15591075907805e-07,"600749.ss"
"423316",24,29,2.53305226841868e-07,0.00027077934837709,"600750.ss"
"35351",20,25,2.18384606392843e-10,6.42202099902653e-05,"600751.ss"
"53491",30,134,0.0561617207639602,0.000217050731117657,"600753.ss"
"5363",30,148,1.72781249083272e-15,8.91400187207978e-07,"600754.ss"
"390",3,8,0.0731282972535515,0.0141408936265651,"600755.ss"
"9653",5,200,0.00877646784633003,0.00154788744819346,"600756.ss"
"4854",27,140,1.07943527609131e-15,7.03171104305158e-05,"600757.ss"
"457615",26,31,1.8950348854932e-07,0.000566375941011463,"600758.ss"
"3364",19,30,0.213291803877104,1.74956679924439e-06,"600759.ss"
"49141",27,200,8.50510799692422e-10,0.0147039289045897,"600760.ss"
"209110",12,17,0.00108668292571249,0.0721018797687887,"600761.ss"
"103",1,108,8.8285661185569e-32,1.18301377057216e-05,"600763.ss"
"4236",24,32,0.00277530815990601,1.1385370900512e-10,"600764.ss"
"26",1,7,0.0354558437312774,0.00686379729962068,"600765.ss"
"15335",9,14,2.40130759721069e-09,7.12409111589741e-08,"600766.ss"
"1358",8,26,0.722272157540675,2.63167780893185e-05,"600767.ss"
"1278",7,134,0.00293312599095644,7.74296146670729e-08,"600768.ss"
"1141",6,186,0.000164048948581208,1.88871800302363e-07,"600769.ss"
"4385",24,181,1.22222135545571e-05,0.00019568189911287,"600770.ss"
"33583",19,24,0.00111265867613536,0.00163809820870284,"600771.ss"
"651",1,6,0.168241170581926,0.000597174100815417,"600773.ss"
"174",1,179,0.425005064670701,4.39184166793838e-08,"600774.ss"
"44082",25,33,0.0493222201230711,4.87809529390385e-08,"600775.ss"
"9654",5,200,0.00518980457267005,0.00561586965045764,"600776.ss"
"658",4,84,1.11202478137861e-06,1.20541794154004e-08,"600777.ss"
"2746",15,126,0.00176478828311641,0.03596119209111,"600778.ss"
"657",1,6,0.889530403550252,0.000487539096645752,"600779.ss"
"3324",18,167,0.00290513962655052,0.0560061510312143,"600780.ss"
"4061",23,29,2.55573340268711e-13,0.000407724627899949,"600781.ss"
"33584",19,24,0.0268596569549904,0.00264286545987548,"600782.ss"
"541522",30,200,2.54398531040335e-08,2.21210158529869e-07,"600783.ss"
"49142",27,200,4.87281679391506e-06,0.000879616114302218,"600784.ss"
"47476",27,33,0.00178463823007873,1.25212108833458e-05,"600785.ss"
"478",3,96,0.056436695157974,3.87634917170524e-07,"600787.ss"
"40609",23,28,0.000134013724229332,2.16282020998422e-05,"600789.ss"
"49164",28,34,0.0129477392270705,0.0167240576168768,"600790.ss"
"5302",30,87,0.00015296184846071,0.00616023173227516,"600791.ss"
"4454",25,79,0.180591173749304,4.91485040344423e-10,"600792.ss"
"22756",13,18,6.51842014586602e-06,0.110213720589395,"600793.ss"
"35345",19,200,0.113439991328399,1.77896917977983e-08,"600794.ss"
"31803",18,23,4.40585224174829e-13,0.00514455748943085,"600795.ss"
"37104",20,200,0.00793775668917511,4.44180751868834e-06,"600796.ss"
"209111",12,17,0.000742895308624346,0.000174014339151228,"600797.ss"
"525019",30,35,0.314347803444969,7.9515088140927e-08,"600798.ss"
"3517",19,183,1.72985026704016e-21,0.00388701131213009,"600800.ss"
"11",1,16,0.00102641821821374,0.00611299681822538,"600801.ss"
"30002",16,200,0.01304551351041,4.27457717996107e-06,"600802.ss"
"38853",21,200,1.13499934466855e-08,1.48653410849613e-09,"600803.ss"
"32",1,8,1.07570166706824e-09,1.11296699012481e-05,"600804.ss"
"19054",10,200,9.0682258572688e-06,6.46469784563838e-09,"600805.ss"
"52513",30,36,0.660471205994137,0.000796101609785143,"600806.ss"
"53472",30,132,0.038669921448718,0.0422616627849179,"600807.ss"
"457616",26,31,0.231854600803293,2.73297026804572e-06,"600808.ss"
"1910",11,20,0.00144369955687421,0.0160265184401502,"600809.ss"
"794",5,29,0.0372200367056383,3.24165726667075e-05,"600810.ss"
"52771",30,62,0.069127270386579,0.0184360321041601,"600811.ss"
"35346",19,200,0.196998562709444,7.76447958281952e-10,"600812.ss"
"725",4,151,0.255750193734538,1.65970916987605e-08,"600814.ss"
"6891",1,6,4.79439641826981e-06,0.0510154651626693,"600815.ss"
"457617",26,31,0.00351053978425626,0.000331819959863174,"600816.ss"
"5407",30,192,2.45864566677024e-10,0.0122322244926069,"600817.ss"
"584",4,10,0.575289404127873,0.00011002217191365,"600818.ss"
"49165",28,34,0.00419403740627611,0.000542208855852041,"600819.ss"
"440513",25,30,0.435642891919766,4.37527467862626e-05,"600820.ss"
"4301",24,97,1.3914813563722e-05,2.49515385182336e-05,"600821.ss"
"4166",23,134,0.000527566700993298,0.000198228569964958,"600822.ss"
"52591",30,44,0.000344120780882307,0.0058549669922313,"600823.ss"
"3871",21,186,0.447222069823754,0.000154195824579821,"600824.ss"
"1961",2,7,0.000455889273286658,0.000427143344161221,"600825.ss"
"564",3,182,1.36159714873048e-14,0.000374715885887936,"600826.ss"
"9655",5,200,7.34723124891929e-05,2.42828594075313e-06,"600827.ss"
"2052",11,162,3.14999608003811e-15,3.25634654498714e-08,"600828.ss"
"42372",24,33,0.000148928242089574,0.00548585964280615,"600829.ss"
"71",1,12,0.281728750146715,0.000729239792171686,"600830.ss"
"525020",30,35,0.015976171673707,2.75467852728828e-08,"600831.ss"
"4345",24,141,5.61536659794039e-05,1.35601903818157e-06,"600833.ss"
"457618",26,31,4.39810183282886e-05,0.00146875044065963,"600834.ss"
"491519",28,33,4.20852302684107e-05,0.000143898034635704,"600835.ss"
"694",4,120,0.00185131876678954,3.68480460236401e-13,"600836.ss"
"22757",13,18,1.7932088881404e-19,0.0234352798208768,"600837.ss"
"1476",8,144,0.000117381485437436,2.59020343109192e-07,"600838.ss"
"1728",10,23,0.0116596209673477,0.000243300872103871,"600839.ss"
"902",5,137,0.00445990390471795,1.84360011750793e-10,"600841.ss"
"9656",5,200,1.82367168596788e-09,1.37309029973115e-06,"600843.ss"
"406010",23,28,0.0233931015980448,3.75151120635126e-07,"600844.ss"
"474622",27,32,4.76101916548498e-17,0.013703789069098,"600845.ss"
"15323",8,200,0.0759015384754194,2.43729126959865e-15,"600846.ss"
"1039",6,84,0.00774755877547939,0.000292592812402214,"600847.ss"
